Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
legalize_emigration_desc;Ok, go out if you want so. ;Le système de servage, une main-d'œuvre privée de liberté rattachée aux terres d'un noble local, une forme d'esclavage féodal, a existé en Russie depuis la Rus' de Kiev du XIe siècle. Au fil du temps, ce système a fait l'objet de plusieurs réformes et évolutions, mais les premières mesures d'abolition ne furent prises que dans les années 1810, époque à laquelle il fut aboli dans les domaines russes du Kurland, d'Estonie et de Livonie. Il fallut attendre la réforme agraire de 1861 pour voir l'abolition totale de ce système, sous le règne du tsar Alexandre II qui craignait, à l'époque, un soulèvement de la paysannerie russe.;Die Einführung der Leibeigenschaft -- unfreie Landarbeit auf den Ländereien eines lokalen Adligen, also eine Art feudaler Sklaverei -- hatte in Russland seit der Kiewer Rus im elften Jahrhundert in verschiedenen Formen existiert. Im Laufe der wurde die Leibeigenschaft mehreren Reformen und Veränderungen unterworfen, aber erste Schritte in Richtung einer vollständigen Abschaffungen wurden erst in den 1810er Jahren unternommen, als die Leibeigenschaft in den russischen Domänen Kurland, Estland und Livland abgeschafft wurde. Im restlichen Russland wurde sie erst während der Herrschaft von Zar Alexander II. im Zuge der Agrarreform von 1861 abgeschafft. Der Zar befürchtete damals, dass sich die russischen Bauern ansonsten ihre Freiheit durch eine offene Revolution holen würden.;;La institución de la servidumbre, que consiste en el trabajo en granjas vinculado a la tierra de un noble local, en la práctica una forma de esclavitud feudal, había existido bajo diversas fórmulas en Rusia desde la época de los rus de Kiev, en el siglo XI. A lo largo de las eras, la institución había experimentado varios cambios y reformas, pero los primeros pasos hacia su abolición real no se dieron hasta la década de 1810, cuando la institución fue eliminada en los dominios rusos de Curlandia, Estonia y Livonia. El fin de la institución no llegó hasta la reforma agraria de 1861, durante el reinado del zar Alejandro II, que en ese momento temía que si no ocurría así, el campesinado ruso buscaría su liberación a través de la revolución abierta.;;;;;;;;;
Anshlus_title;Anschluss!;La Réforme paysanne;Die Bauernreform;;La reforma de los campesinos;;;;;;;;;
Anshlus_desc;In prepare to world conquest we decide to annex all our brother people. ;Le système de servage, une main-d'œuvre privée de liberté rattachée aux terres d'un noble local, une forme d'esclavage féodal, a existé en Russie depuis la Rus' de Kiev du XIe siècle. Au fil du temps, ce système a fait l'objet de plusieurs réformes et évolutions, mais les premières mesures d'abolition ne furent prises que dans les années 1810, époque à laquelle il fut aboli dans les domaines russes du Kurland, d'Estonie et de Livonie. Il fallut attendre la réforme agraire de 1861 pour voir l'abolition totale de ce système, sous le règne du tsar Alexandre II qui craignait, à l'époque, un soulèvement de la paysannerie russe.;Die Einführung der Leibeigenschaft -- unfreie Landarbeit auf den Ländereien eines lokalen Adligen, also eine Art feudaler Sklaverei -- hatte in Russland seit der Kiewer Rus im elften Jahrhundert in verschiedenen Formen existiert. Im Laufe der wurde die Leibeigenschaft mehreren Reformen und Veränderungen unterworfen, aber erste Schritte in Richtung einer vollständigen Abschaffungen wurden erst in den 1810er Jahren unternommen, als die Leibeigenschaft in den russischen Domänen Kurland, Estland und Livland abgeschafft wurde. Im restlichen Russland wurde sie erst während der Herrschaft von Zar Alexander II. im Zuge der Agrarreform von 1861 abgeschafft. Der Zar befürchtete damals, dass sich die russischen Bauern ansonsten ihre Freiheit durch eine offene Revolution holen würden.;;La institución de la servidumbre, que consiste en el trabajo en granjas vinculado a la tierra de un noble local, en la práctica una forma de esclavitud feudal, había existido bajo diversas fórmulas en Rusia desde la época de los rus de Kiev, en el siglo XI. A lo largo de las eras, la institución había experimentado varios cambios y reformas, pero los primeros pasos hacia su abolición real no se dieron hasta la década de 1810, cuando la institución fue eliminada en los dominios rusos de Curlandia, Estonia y Livonia. El fin de la institución no llegó hasta la reforma agraria de 1861, durante el reinado del zar Alejandro II, que en ese momento temía que si no ocurría así, el campesinado ruso buscaría su liberación a través de la revolución abierta.;;;;;;;;;
WorldWideRevlution_title;World USSR;La Réforme paysanne;Die Bauernreform;;La reforma de los campesinos;;;;;;;;;
WorldWideRevlution_desc;World USSR become reality! ;Le système de servage, une main-d'œuvre privée de liberté rattachée aux terres d'un noble local, une forme d'esclavage féodal, a existé en Russie depuis la Rus' de Kiev du XIe siècle. Au fil du temps, ce système a fait l'objet de plusieurs réformes et évolutions, mais les premières mesures d'abolition ne furent prises que dans les années 1810, époque à laquelle il fut aboli dans les domaines russes du Kurland, d'Estonie et de Livonie. Il fallut attendre la réforme agraire de 1861 pour voir l'abolition totale de ce système, sous le règne du tsar Alexandre II qui craignait, à l'époque, un soulèvement de la paysannerie russe.;Die Einführung der Leibeigenschaft -- unfreie Landarbeit auf den Ländereien eines lokalen Adligen, also eine Art feudaler Sklaverei -- hatte in Russland seit der Kiewer Rus im elften Jahrhundert in verschiedenen Formen existiert. Im Laufe der wurde die Leibeigenschaft mehreren Reformen und Veränderungen unterworfen, aber erste Schritte in Richtung einer vollständigen Abschaffungen wurden erst in den 1810er Jahren unternommen, als die Leibeigenschaft in den russischen Domänen Kurland, Estland und Livland abgeschafft wurde. Im restlichen Russland wurde sie erst während der Herrschaft von Zar Alexander II. im Zuge der Agrarreform von 1861 abgeschafft. Der Zar befürchtete damals, dass sich die russischen Bauern ansonsten ihre Freiheit durch eine offene Revolution holen würden.;;La institución de la servidumbre, que consiste en el trabajo en granjas vinculado a la tierra de un noble local, en la práctica una forma de esclavitud feudal, había existido bajo diversas fórmulas en Rusia desde la época de los rus de Kiev, en el siglo XI. A lo largo de las eras, la institución había experimentado varios cambios y reformas, pero los primeros pasos hacia su abolición real no se dieron hasta la década de 1810, cuando la institución fue eliminada en los dominios rusos de Curlandia, Estonia y Livonia. El fin de la institución no llegó hasta la reforma agraria de 1861, durante el reinado del zar Alejandro II, que en ese momento temía que si no ocurría así, el campesinado ruso buscaría su liberación a través de la revolución abierta.;;;;;;;;;
LetsDoKolhoz_title;Organize kolkhoz;La Réforme paysanne;Die Bauernreform;;La reforma de los campesinos;;;;;;;;;
LetsDoKolhoz_desc;All go to kolkhoz! Long live the revolution! ;Le système de servage, une main-d'œuvre privée de liberté rattachée aux terres d'un noble local, une forme d'esclavage féodal, a existé en Russie depuis la Rus' de Kiev du XIe siècle. Au fil du temps, ce système a fait l'objet de plusieurs réformes et évolutions, mais les premières mesures d'abolition ne furent prises que dans les années 1810, époque à laquelle il fut aboli dans les domaines russes du Kurland, d'Estonie et de Livonie. Il fallut attendre la réforme agraire de 1861 pour voir l'abolition totale de ce système, sous le règne du tsar Alexandre II qui craignait, à l'époque, un soulèvement de la paysannerie russe.;Die Einführung der Leibeigenschaft -- unfreie Landarbeit auf den Ländereien eines lokalen Adligen, also eine Art feudaler Sklaverei -- hatte in Russland seit der Kiewer Rus im elften Jahrhundert in verschiedenen Formen existiert. Im Laufe der wurde die Leibeigenschaft mehreren Reformen und Veränderungen unterworfen, aber erste Schritte in Richtung einer vollständigen Abschaffungen wurden erst in den 1810er Jahren unternommen, als die Leibeigenschaft in den russischen Domänen Kurland, Estland und Livland abgeschafft wurde. Im restlichen Russland wurde sie erst während der Herrschaft von Zar Alexander II. im Zuge der Agrarreform von 1861 abgeschafft. Der Zar befürchtete damals, dass sich die russischen Bauern ansonsten ihre Freiheit durch eine offene Revolution holen würden.;;La institución de la servidumbre, que consiste en el trabajo en granjas vinculado a la tierra de un noble local, en la práctica una forma de esclavitud feudal, había existido bajo diversas fórmulas en Rusia desde la época de los rus de Kiev, en el siglo XI. A lo largo de las eras, la institución había experimentado varios cambios y reformas, pero los primeros pasos hacia su abolición real no se dieron hasta la década de 1810, cuando la institución fue eliminada en los dominios rusos de Curlandia, Estonia y Livonia. El fin de la institución no llegó hasta la reforma agraria de 1861, durante el reinado del zar Alejandro II, que en ese momento temía que si no ocurría así, el campesinado ruso buscaría su liberación a través de la revolución abierta.;;;;;;;;;
Enact_title;Free labor for the state ;Le système de servage, une main-d'œuvre privée de liberté rattachée aux terres d'un noble local, une forme d'esclavage féodal, a existé en Russie depuis la Rus' de Kiev du XIe siècle. Au fil du temps, ce système a fait l'objet de plusieurs réformes et évolutions, mais les premières mesures d'abolition ne furent prises que dans les années 1810, époque à laquelle il fut aboli dans les domaines russes du Kurland, d'Estonie et de Livonie. Il fallut attendre la réforme agraire de 1861 pour voir l'abolition totale de ce système, sous le règne du tsar Alexandre II qui craignait, à l'époque, un soulèvement de la paysannerie russe.;Die Einführung der Leibeigenschaft -- unfreie Landarbeit auf den Ländereien eines lokalen Adligen, also eine Art feudaler Sklaverei -- hatte in Russland seit der Kiewer Rus im elften Jahrhundert in verschiedenen Formen existiert. Im Laufe der wurde die Leibeigenschaft mehreren Reformen und Veränderungen unterworfen, aber erste Schritte in Richtung einer vollständigen Abschaffungen wurden erst in den 1810er Jahren unternommen, als die Leibeigenschaft in den russischen Domänen Kurland, Estland und Livland abgeschafft wurde. Im restlichen Russland wurde sie erst während der Herrschaft von Zar Alexander II. im Zuge der Agrarreform von 1861 abgeschafft. Der Zar befürchtete damals, dass sich die russischen Bauern ansonsten ihre Freiheit durch eine offene Revolution holen würden.;;La institución de la servidumbre, que consiste en el trabajo en granjas vinculado a la tierra de un noble local, en la práctica una forma de esclavitud feudal, había existido bajo diversas fórmulas en Rusia desde la época de los rus de Kiev, en el siglo XI. A lo largo de las eras, la institución había experimentado varios cambios y reformas, pero los primeros pasos hacia su abolición real no se dieron hasta la década de 1810, cuando la institución fue eliminada en los dominios rusos de Curlandia, Estonia y Livonia. El fin de la institución no llegó hasta la reforma agraria de 1861, durante el reinado del zar Alejandro II, que en ese momento temía que si no ocurría así, el campesinado ruso buscaría su liberación a través de la revolución abierta.;;;;;;;;;
Enact_desc;Country need you work free for its glory;Le système de servage, une main-d'œuvre privée de liberté rattachée aux terres d'un noble local, une forme d'esclavage féodal, a existé en Russie depuis la Rus' de Kiev du XIe siècle. Au fil du temps, ce système a fait l'objet de plusieurs réformes et évolutions, mais les premières mesures d'abolition ne furent prises que dans les années 1810, époque à laquelle il fut aboli dans les domaines russes du Kurland, d'Estonie et de Livonie. Il fallut attendre la réforme agraire de 1861 pour voir l'abolition totale de ce système, sous le règne du tsar Alexandre II qui craignait, à l'époque, un soulèvement de la paysannerie russe.;Die Einführung der Leibeigenschaft -- unfreie Landarbeit auf den Ländereien eines lokalen Adligen, also eine Art feudaler Sklaverei -- hatte in Russland seit der Kiewer Rus im elften Jahrhundert in verschiedenen Formen existiert. Im Laufe der wurde die Leibeigenschaft mehreren Reformen und Veränderungen unterworfen, aber erste Schritte in Richtung einer vollständigen Abschaffungen wurden erst in den 1810er Jahren unternommen, als die Leibeigenschaft in den russischen Domänen Kurland, Estland und Livland abgeschafft wurde. Im restlichen Russland wurde sie erst während der Herrschaft von Zar Alexander II. im Zuge der Agrarreform von 1861 abgeschafft. Der Zar befürchtete damals, dass sich die russischen Bauern ansonsten ihre Freiheit durch eine offene Revolution holen würden.;;La institución de la servidumbre, que consiste en el trabajo en granjas vinculado a la tierra de un noble local, en la práctica una forma de esclavitud feudal, había existido bajo diversas fórmulas en Rusia desde la época de los rus de Kiev, en el siglo XI. A lo largo de las eras, la institución había experimentado varios cambios y reformas, pero los primeros pasos hacia su abolición real no se dieron hasta la década de 1810, cuando la institución fue eliminada en los dominios rusos de Curlandia, Estonia y Livonia. El fin de la institución no llegó hasta la reforma agraria de 1861, durante el reinado del zar Alejandro II, que en ese momento temía que si no ocurría así, el campesinado ruso buscaría su liberación a través de la revolución abierta.;;;;;;;;;
provocate_comi_title;Provoke communist rebellion!;La Réforme paysanne;Die Bauernreform;;La reforma de los campesinos;;;;;;;;;
provocate_comi_desc;Provoke communist rebellion in enemy country. How to pick country to provoke? Non communist country with relation below -190 will picked. Change relations to select the desired country. ;Le système de servage, une main-d'œuvre privée de liberté rattachée aux terres d'un noble local, une forme d'esclavage féodal, a existé en Russie depuis la Rus' de Kiev du XIe siècle. Au fil du temps, ce système a fait l'objet de plusieurs réformes et évolutions, mais les premières mesures d'abolition ne furent prises que dans les années 1810, époque à laquelle il fut aboli dans les domaines russes du Kurland, d'Estonie et de Livonie. Il fallut attendre la réforme agraire de 1861 pour voir l'abolition totale de ce système, sous le règne du tsar Alexandre II qui craignait, à l'époque, un soulèvement de la paysannerie russe.;Die Einführung der Leibeigenschaft -- unfreie Landarbeit auf den Ländereien eines lokalen Adligen, also eine Art feudaler Sklaverei -- hatte in Russland seit der Kiewer Rus im elften Jahrhundert in verschiedenen Formen existiert. Im Laufe der wurde die Leibeigenschaft mehreren Reformen und Veränderungen unterworfen, aber erste Schritte in Richtung einer vollständigen Abschaffungen wurden erst in den 1810er Jahren unternommen, als die Leibeigenschaft in den russischen Domänen Kurland, Estland und Livland abgeschafft wurde. Im restlichen Russland wurde sie erst während der Herrschaft von Zar Alexander II. im Zuge der Agrarreform von 1861 abgeschafft. Der Zar befürchtete damals, dass sich die russischen Bauern ansonsten ihre Freiheit durch eine offene Revolution holen würden.;;La institución de la servidumbre, que consiste en el trabajo en granjas vinculado a la tierra de un noble local, en la práctica una forma de esclavitud feudal, había existido bajo diversas fórmulas en Rusia desde la época de los rus de Kiev, en el siglo XI. A lo largo de las eras, la institución había experimentado varios cambios y reformas, pero los primeros pasos hacia su abolición real no se dieron hasta la década de 1810, cuando la institución fue eliminada en los dominios rusos de Curlandia, Estonia y Livonia. El fin de la institución no llegó hasta la reforma agraria de 1861, durante el reinado del zar Alejandro II, que en ese momento temía que si no ocurría así, el campesinado ruso buscaría su liberación a través de la revolución abierta.;;;;;;;;;
provocate_liberals_title;Provoke liberal rebellion!;La Réforme paysanne;Die Bauernreform;;La reforma de los campesinos;;;;;;;;;
provocate_liberals_desc;Provoke liberal rebellion in enemy communist country. How to pick country to provoke? Communist country with relation below -190 will picked. Change relations to select the desired country. ;Le système de servage, une main-d'œuvre privée de liberté rattachée aux terres d'un noble local, une forme d'esclavage féodal, a existé en Russie depuis la Rus' de Kiev du XIe siècle. Au fil du temps, ce système a fait l'objet de plusieurs réformes et évolutions, mais les premières mesures d'abolition ne furent prises que dans les années 1810, époque à laquelle il fut aboli dans les domaines russes du Kurland, d'Estonie et de Livonie. Il fallut attendre la réforme agraire de 1861 pour voir l'abolition totale de ce système, sous le règne du tsar Alexandre II qui craignait, à l'époque, un soulèvement de la paysannerie russe.;Die Einführung der Leibeigenschaft -- unfreie Landarbeit auf den Ländereien eines lokalen Adligen, also eine Art feudaler Sklaverei -- hatte in Russland seit der Kiewer Rus im elften Jahrhundert in verschiedenen Formen existiert. Im Laufe der wurde die Leibeigenschaft mehreren Reformen und Veränderungen unterworfen, aber erste Schritte in Richtung einer vollständigen Abschaffungen wurden erst in den 1810er Jahren unternommen, als die Leibeigenschaft in den russischen Domänen Kurland, Estland und Livland abgeschafft wurde. Im restlichen Russland wurde sie erst während der Herrschaft von Zar Alexander II. im Zuge der Agrarreform von 1861 abgeschafft. Der Zar befürchtete damals, dass sich die russischen Bauern ansonsten ihre Freiheit durch eine offene Revolution holen würden.;;La institución de la servidumbre, que consiste en el trabajo en granjas vinculado a la tierra de un noble local, en la práctica una forma de esclavitud feudal, había existido bajo diversas fórmulas en Rusia desde la época de los rus de Kiev, en el siglo XI. A lo largo de las eras, la institución había experimentado varios cambios y reformas, pero los primeros pasos hacia su abolición real no se dieron hasta la década de 1810, cuando la institución fue eliminada en los dominios rusos de Curlandia, Estonia y Livonia. El fin de la institución no llegó hasta la reforma agraria de 1861, durante el reinado del zar Alejandro II, que en ese momento temía que si no ocurría así, el campesinado ruso buscaría su liberación a través de la revolución abierta.;;;;;;;;;
ExcludeFromSOI_title;Exclude from your SOI.;La Réforme paysanne;Die Bauernreform;;La reforma de los campesinos;;;;;;;;;
ExcludeFromSOI_desc;Exclude country from your sphere of influence. How to pick country to exclude? Country with relation below -190 will picked. Change relations to select the desired country.;Le système de servage, une main-d'œuvre privée de liberté rattachée aux terres d'un noble local, une forme d'esclavage féodal, a existé en Russie depuis la Rus' de Kiev du XIe siècle. Au fil du temps, ce système a fait l'objet de plusieurs réformes et évolutions, mais les premières mesures d'abolition ne furent prises que dans les années 1810, époque à laquelle il fut aboli dans les domaines russes du Kurland, d'Estonie et de Livonie. Il fallut attendre la réforme agraire de 1861 pour voir l'abolition totale de ce système, sous le règne du tsar Alexandre II qui craignait, à l'époque, un soulèvement de la paysannerie russe.;Die Einführung der Leibeigenschaft -- unfreie Landarbeit auf den Ländereien eines lokalen Adligen, also eine Art feudaler Sklaverei -- hatte in Russland seit der Kiewer Rus im elften Jahrhundert in verschiedenen Formen existiert. Im Laufe der wurde die Leibeigenschaft mehreren Reformen und Veränderungen unterworfen, aber erste Schritte in Richtung einer vollständigen Abschaffungen wurden erst in den 1810er Jahren unternommen, als die Leibeigenschaft in den russischen Domänen Kurland, Estland und Livland abgeschafft wurde. Im restlichen Russland wurde sie erst während der Herrschaft von Zar Alexander II. im Zuge der Agrarreform von 1861 abgeschafft. Der Zar befürchtete damals, dass sich die russischen Bauern ansonsten ihre Freiheit durch eine offene Revolution holen würden.;;La institución de la servidumbre, que consiste en el trabajo en granjas vinculado a la tierra de un noble local, en la práctica una forma de esclavitud feudal, había existido bajo diversas fórmulas en Rusia desde la época de los rus de Kiev, en el siglo XI. A lo largo de las eras, la institución había experimentado varios cambios y reformas, pero los primeros pasos hacia su abolición real no se dieron hasta la década de 1810, cuando la institución fue eliminada en los dominios rusos de Curlandia, Estonia y Livonia. El fin de la institución no llegó hasta la reforma agraria de 1861, durante el reinado del zar Alejandro II, que en ese momento temía que si no ocurría así, el campesinado ruso buscaría su liberación a través de la revolución abierta.;;;;;;;;;
FreeVassal_title;Free your vassal.;La Réforme paysanne;Die Bauernreform;;La reforma de los campesinos;;;;;;;;;
